20191026,渝北,石子山,冉家坝 天邻风景 精装三房 视野开阔 采光很好 大阳台,135万,低楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 110平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-06d12ee0-2e39-44cb-bae6-6ddc672c80cc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区清水洋房安静露台小区门口天街轻轨,360万,中楼层(共10层)                                                    | 2012年建 |                                 4室2厅 | 159.34平米                                  | 东 西,https://ke-image.ljcdn.com/500000-inspection/prod-bf6df129-5e27-45e1-81f1-c07ce5206c9e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,两江春城春铭苑 精装三房两卫 视野、采光好,198万,高楼层(共33层)                                                    | 2016年建 |                                 3室2厅 | 98平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-a4a22337-92d9-4058-862b-01b127268e18.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著装修正规一室一厅， 看房方便 诚心出售。,105万,低楼层(共39层)                                                    | 2015年建 |                                 1室1厅 | 53平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-2973fd3d-4a6c-4321-8ee1-9ed42a7d138e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,佳居花园A区 4室2厅 东南,216万,高楼层(共30层)                                                    | 2006年建 |                                 4室2厅 | 182.89平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-1945ce04-eb70-41fd-8d96-cd3431a03184.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,此房满二，高层采光好，视野开阔,97万,高楼层(共26层)                                                    | 2008年建 |                                 2室1厅 | 64平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_0SRxGJwvI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,轻轨5号线旁 龙湖天街精装单配（公寓性质） 拎包入住,65万,高楼层(共48层)                                                    | 2015年建 |                                 1室1厅 | 48平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-4df2a102-4017-413c-b37b-4d550d3ec5c8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,源著南区（看中庭）拎包入住（装修好）环线旁,130万,中楼层(共32层)                                                    | 2012年建 |                                 2室2厅 | 57.15平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/pc1_HSOqLak6A_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,三轻轨旁单价较低优质两房，中间楼层，视野开阔,102万,中楼层(共31层)                                                    | 2008年建 |                                 2室1厅 | 91.71平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_4PQklxEqy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区双面采光稀有清水洋房,300万,高楼层(共8层)                                                    | 2011年建 |                                 4室2厅 | 139.08平米                                  | 东 西,https://ke-image.ljcdn.com/500000-inspection/pc1_zbM4TloSi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖天街旁 清水大三房 朝南户型 视野开阔,158万,高楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 132.98平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_sMvVU4KEN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著精装房   高层视野  住家舒适,126万,高楼层(共39层)                                                    | 2015年建 |                                 2室2厅 | 53平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-19f55d3d-3029-429d-84a8-70bc16cd08ae.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区清水洋房安静露台小区门口天街轻轨,360万,中楼层(共10层)                                                    | 2012年建 |                                 4室2厅 | 159.34平米                                  | 东 西,https://ke-image.ljcdn.com/500000-inspection/prod-bf6df129-5e27-45e1-81f1-c07ce5206c9e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,两江春城春铭苑 精装三房两卫 视野、采光好,198万,高楼层(共33层)                                                    | 2016年建 |                                 3室2厅 | 98平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-a4a22337-92d9-4058-862b-01b127268e18.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著装修正规一室一厅， 看房方便 诚心出售。,105万,低楼层(共39层)                                                    | 2015年建 |                                 1室1厅 | 53平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-2973fd3d-4a6c-4321-8ee1-9ed42a7d138e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,佳居花园A区 4室2厅 东南,216万,高楼层(共30层)                                                    | 2006年建 |                                 4室2厅 | 182.89平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-1945ce04-eb70-41fd-8d96-cd3431a03184.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,含车位自住装修50万，龙湖源著北区三居室，朝南看中庭,280万,低楼层(共33层)                                                    | 2011年建 |                                 3室2厅 | 119平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-4caf6454-a654-4312-8a6d-f79862801200.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著一室一厅带阳台 出行便利,85万,高楼层(共39层)                                                    | 2015年建 |                                 1室1厅 | 52平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/pc1_Y80A7k7Hr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝 正规三房 全看小区中庭 住家安静 拎包入住,155万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 105.94平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/test-9e4bad4e-7b67-4025-aa17-beba95a9ff58.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝精装暖气大三房看公园足球场户型方正视野开,175万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 130.91平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/pc1_CLvVE2jY6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,跃层 急售北岸新洲 带星光 实地双倍面积,182万,低楼层(共11层)                                                    | 2008年建 |                                 3室2厅 | 120.23平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-a2ad4445-9e82-4638-afc1-6fcd7df77330.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,源著南区（看中庭）拎包入住（装修好）环线旁,128万,低楼层(共32层)                                                    | 2013年建 |                                 2室2厅 | 57.1平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/pc1_jEW2ZPr7w_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区小两房出门换线+天街,130万,高楼层(共32层)                                                    | 2012年建 |                                 2室1厅 | 61.13平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_Nf9xAml73_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,江北区 龙湖源著南区  一改二  清水房  配套成熟,128万,中楼层(共32层)                                                    | 2012年建 |                                 2室1厅 | 62平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-8754a9d4-4a85-439a-a2a9-9b72a9b22552.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区 58平小两房 带租约,108万,中楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58.43平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/test-89ce6545-f57a-4fe0-b929-b7113def4790.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,清水房，在小区中庭，视线光线好，无遮挡，居住安静，,280万,中楼层(共7层)                                                    | 2019年建 |                                 4室2厅 | 135平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-cdc20c85-9ec1-4e27-9a14-f6e3b7ddf5d7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天街+轻轨+露台+证在手+清水看中庭,188万,低楼层(共32层)                                                    | 2012年建 |                                 2室2厅 | 91.08平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-68896773-0f1c-44ab-b475-9da94ce31dae.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,端头洋房 主卧带书房板式结构 一梯两户出门轻轨环线,410万,低楼层(共10层)                                                    | 2012年建 |                                 4室2厅 | 171平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_vKhliY2Yf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区 一室一厅带储物间和阳台,86万,高楼层(共39层)                                                    | 2015年建 |                                 1室1厅 | 52.5平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_slaCYfAIw_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区三期 一改二的户型 业主精装修拎包入住,110万,高楼层(共39层)                                                    | 2015年建 |                                 1室1厅 | 58平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-142c1c94-eb51-42cd-8741-58325af1c94e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,江北盘溪路龙湖源著北区内圈洋房 居家安静朝中庭,320万,中楼层(共8层)                                                    | 2011年建 |                                 4室2厅 | 150.92平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_5oy6zVIXU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
